Raag Name,URL,Time,Aaroh,Avroh,Swar,Jati,Thaat,Vadi - Samvadi,Vishranti Sthan,Mukhya Ang,S,r,R,g,G,m,M,P,d,D,n,N,Source_File,Magnitude,Final_X,Final_Y,Final_Z
Megh Malhar,https://tanarang.com/wordpress/raag-megh-malhar-or-raag-megh/,Anytime in Rainy Season,"S (m)R m P ,n S'; - S' n P m R S; R ,n S;",,Gandhar and Dhaivat Varjya. Nishad Komal. Rest all Shuddha Swaras.,Audhav - Audhav,Kafi,Madhyam - Shadj,S; m; P; - P; m; R;,",n S R P m R ; m P m R ; m P ; P m n P m R ; R R P m R R S ,n S;",True,False,True,False,False,True,False,True,False,False,True,False,tanarang_Raw_Data.csv,5,0.022,4.2071,1.232
Mohankauns,https://tanarang.com/wordpress/raag-mohankauns-different-flavour/,2nd Prahar of the Night (9PM to 12AM),S G m d n S' - S' n d m g S,,Rishabh and Pancham Varjya. Both Gandhars. Dhaivat and Nishad Komal. Rest all Shuddha Swaras.,Audhav - Audhav,Bhairavi,Madhyam - Shadj,S; G; m; d; n; - n; d; m; S;,"S G m g S ; ,n ,d ; ,n S ; S m G ; m d n d m G ; m G g S;",True,False,False,True,True,True,False,False,True,False,True,False,tanarang_Raw_Data.csv,6,0.0222,3.5391,2.5743
Multani,https://tanarang.com/wordpress/raag-multani/,3rd Prahar of the Day (12PM to 3PM),",N S g M P N S'; - S' N d P M g r S;",,"Rishabh and Dhaivat Varjya in Aaroh. Rishabh, Gandhar and Dhaivat Komal. Madhyam Teevra. Rest all Shuddha Swaras.",Audhav - Sampurna,Todi,Pancham - Shadj,S; g; P; N; - N; P; g; S;,",N S ; M g ; M g P ; M g M g r S ;",True,True,False,True,False,False,True,True,True,False,False,True,tanarang_Raw_Data.csv,7,0.8482,3.3467,2.7552
Nand,https://tanarang.com/wordpress/raag-nand/,2nd Prahar of the Night (9PM to 12AM),S G m D P R S ; G m P N S'; - S D N P ; D M P G ; G m D P R S ;,,"Rishabh Varjya in Aaroh, Both Madhyams. Rest all Shuddha Swaras.",Shadhav - Sampurna Vakra,Kalyan,Shadj - Pancham,S; G; m; P; - P; m; G; S;,S G m D P R S ; G m P D N ; (D)P ; P D (P) m m P ; G m D P R S ;,True,False,True,False,True,True,True,True,False,True,False,True,tanarang_Raw_Data.csv,8,0.9119,6.8213,0.128
Narayani,https://tanarang.com/wordpress/raag-narayani/,2nd Prahar of the Night (9PM to 12AM),S R m P D S'; - S' n D P m R S;,,"Gandhar and Nishad Varjya in Aaroh, Gandhar Varjya in Avroh. Nishad Komal in Avroh. Rest all Shuddha Swaras.",Audhav - Shadhav,Khamaj,Shadj - Pancham,S; P; - P; S;,"S R ,n ,D ,P ; ,m ,P ,D S ; m R ; m R S ; S R P ; m P n D D P ; D P m R S ;",True,False,True,False,False,True,False,True,False,True,True,False,tanarang_Raw_Data.csv,6,0.031,5.0595,1.0093
Nayaki Kanada,https://tanarang.com/wordpress/raag-nayaki-kanada/,2nd Prahar of the Night (9PM to 12AM),S R (m)g m P n P S'; - S' n P n P m P (m)g g m R S;,,"Dhaivat Varjya. Gandhar, Nishad Komal. Rest All Shuddha Swaras.",Shadhav - Shadhav Vakra,Kafi,Madhyam - Shadj,R; P; - P; m; R;,"R ,n S R P (m)g ; g m P m R S R S ; g m n P ; n m P (m)g m P m R S R R S; m P n P S'; P n P; g m R S;",True,False,True,True,False,True,False,True,False,False,True,False,tanarang_Raw_Data.csv,6,0.0224,4.2145,1.9001
Nut Bhairav,https://tanarang.com/wordpress/raag-nut-bhairav/,1st Prahar of the Day (6AM to 9AM),S R G m P d N S'; - S' N d P m G R S;,,Dhaivat Komal. Rest all Shuddha Swaras.,Sampurna - Sampurna,Bhairav,Madhyam - Shadj,R; m; d; - d; m; R;,"R G m d P ; m G R ; G m R S ,N ,d S ;",True,False,True,False,True,True,False,True,True,False,False,True,tanarang_Raw_Data.csv,7,0.0226,5.5417,1.2391
Parameshwari,https://tanarang.com/wordpress/raag-parmeshwari/,2nd Prahar of the Day (9AM to 12PM),S r g m D n S'; - S' n D m g r S;,,"Pancham Varjya. Rishabh, Gandhar and Nishad Komal. Rest all Shuddha Swaras.",Shadhav - Shadhav,Not Defined,Madhyam - Shadj,r; m; D; - D; m; r;,"S r g m D m ; g m D m g r ; g r ,n ,d ; ,d ,n r S ;",True,True,False,True,False,True,False,False,False,True,True,False,tanarang_Raw_Data.csv,6,0.023,3.5548,2.5627
Patdeep,https://tanarang.com/wordpress/raag-patdeep/,3rd Prahar of the Day (12PM to 3PM),",N S g m P N S'; - S' N D P m g R S ,N S;",,Rishabh and Dhaivat Varjya in Aaroh. Gandhar Komal. Rest All Shuddha Swaras.,Audhav - Sampurna,Kafi,Pancham - Shadj,g; P; N; – D; P; R;,"g m P N S' D P ; mg mP N N N S' ; D P m g m P ; P g m ; g R S ,N ,N S;",True,False,True,True,False,True,False,True,False,True,False,True,tanarang_Raw_Data.csv,7,0.0717,5.6752,1.2078
Pilu,https://tanarang.com/wordpress/raag-pilu/,3rd Prahar of the Day (12PM to 3PM),"S G m P N S'; - S' n D P m g R S ; ,N S g R S ;",,"Rishabh and Dhaivat Varjya in Aaroh. Both Gandhars, Both Dhaivats, Both Nishads. Rest all Shuddha Swaras.",Audhav - Sampurna,Kafi,Gandhar - Nishad,S; G; P; N; - n; P; g;,"G m P N S' ; n D P ; m P N d P ; m g R S ; P g R S ,N ; S g R S ;",True,False,True,True,True,True,False,True,False,True,True,True,tanarang_Raw_Data.csv,9,0.0501,6.7916,1.8893
Puriya,https://tanarang.com/wordpress/raag-puriya/,2nd Prahar of the Night (9PM to 12AM),",N r G M D N S'; - S' N D M ; G M D ; G M G r S;",,"Pancham Varjya. Rishabh Komal, Madhyam Teevra. Rest all Shuddha Swaras.",Shadhav - Shadhav,Marwa,Gandhar - Nishad,G; N; - N; G;,"N R G ; G M D G M G ; N M G ; G M G r S ; ,N ,M ,D S ; ,N r G r S ;",True,True,False,False,True,False,True,False,False,True,False,True,tanarang_Raw_Data.csv,6,0.9306,4.1495,1.0082
Puriya Dhanashree,https://tanarang.com/wordpress/raag-puriya-dhanashree/,4th Prahar of the Day (3PM to 6PM),",N r S ; ,N r G M P ; M d N S' - S' N d P M G M r G r S",,Rishabh and Dhaivat Komal. Madhyam Teevra. Rest all Shuddha Swaras.,Sampurna - Sampurna Vakra,Poorvi,Pancham - Shadj,S; G; P; N; - S'; P; G; r;,",N r G M P ; P M G M r G ; M d P ; M d N S'; N r' ; N d P ; P d P P M G M r G ; r S;",True,True,False,False,True,False,True,True,True,False,False,True,tanarang_Raw_Data.csv,7,0.8524,4.112,1.9899
Puriya Kalyan,https://tanarang.com/wordpress/raag-puriya-kalyan/,4th Prahar of the Day (3PM to 6PM),S r G M P D N S' - S' N D P M G r G r S,,"Rishabh Komal, Madhyam Teevra. Rest all Shuddha Swaras.",Sampurna - Sampurna Vakra,Marwa,Shadj - Pancham,G; M; P; N; - S'; N; P; G; r;,",N r G M P M r G r S; M D P; M D N S';",True,True,False,False,True,False,True,True,False,True,False,True,tanarang_Raw_Data.csv,7,0.9113,5.0601,1.0094
Poorvi,https://tanarang.com/wordpress/raag-poorvi/,4th Prahar of the Day (3PM to 6PM),S r G M P d N S' - S' N d P ; M G m G r S,,Rishabh and Dhaivat Komal. Both Madhyams. Rest all Shuddha Swaras.,Sampurna - Sampurna Vakra,Poorvi,Gandhar - Nishad,S; G; P; N; - S'; P; G;,S r G ; M G m G ; M d P ; N d P ; G M P ; M G m G r S ;,True,True,False,False,True,True,True,True,True,False,False,True,tanarang_Raw_Data.csv,8,0.9299,5.031,1.8883
Rageshree,https://tanarang.com/wordpress/raag-rageshree/,2nd Prahar of the Night (9PM to 12AM),S G m D n S' - S' n D m G m R S,,Rishabh and Pancham Varjya in Aaroh. Pancham Varjya in Avroh. Nishad Komal. Rest all Shuddha Swaras.,Audhav - Shadhav,Khamaj,Gandhar - Nishad,G; m; D;,",n ,D ,n S ; G m R S ; G m D n D m ; G m R S;",True,False,True,False,True,True,False,False,False,True,True,False,tanarang_Raw_Data.csv,6,0.0492,5.0313,1.0072
Ramdasi Malhar,https://tanarang.com/wordpress/raag-ramdasi-malhar/,Anytime in Rainy season.,",N S R G m ; P G m , R P ; m P D N S' - S' n D n P ; D P m G m ; P g g m R S",,"Both Gandhars, Both Nishads. Rest all Shuddha Swaras.",Sampurna - Sampurna Vakra,Kafi,Madhyam - Shadj,S; m; P;,S R G m ; m R P ; P G m ; P g g m R S ;,True,False,True,True,True,True,False,True,False,True,True,True,tanarang_Raw_Data.csv,9,0.0231,6.2276,1.8971
Ramkali,https://tanarang.com/wordpress/raag-ramkali/,1st Prahar of the Day (6AM to 9AM),S r G m P d N S' - S' N d P ; M P d n d P ; M P G m r S,,"Rishabh and Dhaivat Komal. Both Madhyams, Both Nishads. Rest all Shuddha Swaras.",Sampurna - Sampurna Vakra,Bhairav,Pancham - Shadj,S; P; - S'; P; r;,M P d n d P ; M P G m r S ;,True,True,False,False,True,True,True,True,True,False,True,True,tanarang_Raw_Data.csv,9,0.8463,4.8925,2.7647
Saalag Varali,https://tanarang.com/wordpress/raag-saalag-varali/,2nd Prahar of the Day (9AM to 12PM),S r g P D n S' - S' n D P g r S,,"Madhyam Varjya. Rishabh, Gandhar and Nishad Komal. Rest all Shuddha Swaras.",Shadhav - Shadhav,Todi,Pancham - Shadj,S; g; P;,g P D n D P ; D n D S' ; S' n D P ; D n D P ; r g r S ;,True,True,False,True,False,False,False,True,False,True,True,False,tanarang_Raw_Data.csv,6,0.0697,3.3375,2.7585
Sarang (Brindavani Sarang),https://tanarang.com/wordpress/raag-sarang-raag-brindavani-sarang/,2nd Prahar of the Day (9AM to 12PM) or Afternoon,"S R m P N S' - S' n P m R S ,N S",,Gandhar and Dhaivat Varjya. Both Nishads. Rest all Shuddha Swaras.,Audhav - Audhav,Kafi,Rishabh - Pancham,S; R; P; N; - S'; P; R;,"R m ; P R ; m R ,N S ; m P n P m R ,N S ;",True,False,True,False,False,True,False,True,False,False,True,True,tanarang_Raw_Data.csv,6,0.0215,5.0321,1.0482
Saraswati,https://tanarang.com/wordpress/raag-saraswati/,2nd Prahar of the Night (9PM to 12AM),"S R M P D S' - S' n D P M P M R S ,n ,D S",,"Gandhar and Nishad Varjya in Aaroh. Gandhar Varjya in Avroh. Madhyam Teevra, Nishad Komal. Rest all Shuddha Swaras.",Audhav - Shadhav,Kalyan,Pancham - Rishabh,R; P; S'; - D; P; R;,R M P D n D ; P M D P ; M R M P ; D S' n D;,True,False,True,False,False,False,True,True,False,True,True,False,tanarang_Raw_Data.csv,6,0.9999,4.0493,0.9804
Saraswati Kedar,https://tanarang.com/wordpress/raag-saraswati-kedar/,2nd Prahar of the Night (9PM to 12AM),S R M P D S' - S' n D P ; M P D P ; M m R S,,"Gandhar and Dhaivat Varjya in Aaroh. Both Madhyams, both Nishads.  Rest all Shuddha Swaras.",Audhav - Shadhav Vakra,Kalyan,Madhyam - Shadj,S M P D - S' P m R;,"R M P D P ; M P m R S ; M P D n D P D S'; S' n D P M m R ; S ,n ,D S;",True,False,True,False,False,True,True,True,False,True,True,False,tanarang_Raw_Data.csv,7,0.6933,4.8799,1.2261
Shahana Kanada,https://tanarang.com/wordpress/raag-shahana-kanada/,3rd Prahar of the Night (12AM to 3AM),",n S ; R g m P ; m g m ; D n P ; m P D n S' - S' D n P ; m P g m R S",,Gandhar and Nishad Komal. Rest all Shuddha Swaras.,Sampurna - Sampurna Vakra,Kafi,Pancham - Shadj,S; P; D; - S'; D; P; R;,P m g m D ; D n P ; S' D n P ; D m P g m R S;,True,False,True,True,False,True,False,True,False,True,True,False,tanarang_Raw_Data.csv,7,0.0701,4.8954,1.985
Shankara,https://tanarang.com/wordpress/raag-shankara/,2nd Prahar of the Night (9PM to 12AM),S G P N D S' - S' N P G ; P D P G ; P RG RS,,Rishabh and Madhyam Varjya in Aaroh.  Madhyam Varjya in Avroh. All Shuddha Swaras.,Audhav - Shadhav Vakra,Bilawal,Gandhar - Nishad,S; G; P; N; - N; P; G; S;,G P N D S' N ; D P G P ; RG RS ;,True,False,True,False,True,False,False,True,False,True,False,True,tanarang_Raw_Data.csv,6,0.0539,5.8984,0.1411
Shivranjani,https://tanarang.com/wordpress/raag-shivranjani/,2nd Prahar of the Night (9PM to 12AM) or Midnight,"S R g P D S' - S' D P g R S; R ,D S",,Madhyam and Nishad Varjya. Gandhar Komal. Rest all Shuddha Swaras.,Audhav - Audhav,Kafi,Pancham - Shadj,P; S'; - S'; P;,R g P ; D P g R ; g S R D S ;,True,False,True,True,False,False,False,True,False,True,False,False,tanarang_Raw_Data.csv,5,0.0708,4.1143,1.2048
Shobhawari,https://tanarang.com/wordpress/raag-shobhawari/,2nd Prahar of the Day (9AM to 12PM),"S R m P d S' - S' d P m R S ; ,d S",,Gandhar and Nishad Varjya. Dhaivat Komal. Rest all Shuddha Swaras.,Audhav - Audhav,Asawari,Dhaivat - Rishabh,S; m; P; - S'; P; m;,R m P ; d P m R m ; P d P m R S ;,True,False,True,False,False,True,False,True,True,False,False,False,tanarang_Raw_Data.csv,5,0.0136,3.9811,1.0984
Shree,https://tanarang.com/wordpress/raag-shree/,4th Prahar of the Day (3PM to 6PM),S r M P N S' - S' r' N d P M P d M G r S,,"Gandhar, Dhaivat Varjya in Aaroh. Rishabh, Dhaivat Komal, Madhyam Teevra. Rest all Shuddha Swaras.",Audhav - Sampurna Vakra,Poorvi,Rishabh - Pancham,S; r; P; - P; r; S;,"S ,N r ; r r P ; M Pd M G r G r S ; M P N S' r' ; r' N d P ; M d M G r ; G r S ;",True,True,False,False,True,False,True,True,True,False,False,True,tanarang_Raw_Data.csv,7,0.9367,4.1042,1.9589
Shuddha Kalyan,https://tanarang.com/wordpress/raag-shuddha-kalyan-2/,1st Prahar of the Night (6PM to 9PM),S R G P D S' - S' N D P M G R S ; G R G P R S,,Madhyam and Nishad Varjya in Aaroh. Madhyam Teevra in Avroh. Rest all Shuddha Swaras.,Audhav - Sampurna Vakra,Kalyan,Gandhar - Dhaivat,S; G; P; - P; G; S;,"G R G ; R S ; ,N ,D ,P ; G R S ; G R G ; P R S ;",True,False,True,False,True,False,True,True,False,True,False,True,tanarang_Raw_Data.csv,7,0.9754,6.0041,0.0347
Shuddha Sarang,https://tanarang.com/wordpress/raag-shuddha-sarang/,2nd Prahar of the Day (9AM to 12PM),",N S R M P N S' - S' N D P M P M m R S ,N S",,Gandhar Varjya. Both Madhyams. Rest all Shuddha Swaras.,Shadhav - Shadhav,Kalyan,Rishabh - Pancham,",N; R; P; N; - S'; N; P; R;",",N S R M M P ; M P M m R ; R ,N ,N S ; ,N ,D S ,N R S ;",True,False,True,False,False,True,True,True,False,True,False,True,tanarang_Raw_Data.csv,7,0.9407,5.9408,0.1186
Shyam Kalyan,https://tanarang.com/wordpress/raag-shyam-kalyan/,1st Prahar of the Night (6PM to 9PM),",N S R M P N S'; - S' N D P M P D P G m P G m R S ,N S;",,Dhaivat Varjya in Aaroh. Both Madhyams. Rest all Shuddha Swaras.,Shadhav - Sampurna Vakra,Kalyan,Pancham - Shadj,S; R; P; N; - S'; N; P; R;,"S R ,N S (m)R ; R M M P ; P G m R ; M P ; G m P ; G m R ; ,N S R S;",True,False,True,False,True,True,True,True,False,True,False,True,tanarang_Raw_Data.csv,8,0.8515,6.4555,0.4269
Sindhura,https://tanarang.com/wordpress/raag-sindhura/,4th Prahar of the Day (3PM to 6PM),S R m P D S'; - S' n D P m g R m g R S;,,Gandhar and Nishad Varjya in Aaroh. Gandhar and Nishad Komal in Avroh. Rest all Shuddha Swaras.,Audhav - Sampurna,Kafi,Shadj - Pancham,S; P; D; - S'; D; P; g;,R m P D ; n D P S' ; R' g' R' S' ; n D P m g R ; m g R S;,True,False,True,True,False,True,False,True,False,True,True,False,tanarang_Raw_Data.csv,7,0.0304,5.0607,1.8895
Sohani,https://tanarang.com/wordpress/raag-sohani/,4th Prahar of the Night (3AM to 6AM),S G M D N S'; - S' N D N D M G r S ;,,"Rishabh and Pancham Varjya in Aaroh. Pancham Varjya in Avroh. Rishabh Komal, Madhyam Teevra. Rest all Shuddha Swaras.",Audhav - Shadhav Vakra,Marwa,Dhaivat - Gandhar,G; D; - D; G;,M D N S' r' S' ; N D N D ; S' r' S' r' N S' N D G M G ;,True,True,False,False,True,False,True,False,False,True,False,True,tanarang_Raw_Data.csv,6,0.9367,4.0387,1.0912
Suha Sughrai,https://tanarang.com/wordpress/raag-suha-sughrai/,2nd Prahar of the Day (9AM to 12PM),",n S ; (m)g (m)g m ; P n P ; P n m P S'; (Suha) or ,n S R m P ; P n P n S' ; (Sughrai) - S' P n P m P (m)g m R S ; (Suha) or S' n P m R S R (m)g m R S ; (Sughrai)",,"Dhaivat Varjya. Gandhar, Nishad Komal. Rest all Shuddha Swaras.",Shadhav - Shadhav,Kafi,Pancham - Shadj,S; g ; m ; P ;,P n m P S' ; n n P m R S R (m)g ; g m R S ;,True,True,True,True,False,True,False,True,False,False,True,False,tanarang_Raw_Data.csv,7,0.07,4.11,2.7712
Sundarkali,https://tanarang.com/wordpress/raag-sundarkali/,2nd Prahar of the Day (9AM to 12PM),S r G P n S'; - S' n P G ; P G r S ;,,Madhyam and Dhaivat Varjya. Rishabh and Nishad Komal. Rest all Shuddha Swaras.,Audhav - Audhav,Not Defined,-,S; G; n; - n; P; G ;,"S r G P n P ; G P n ; P G r S ; r S ,n S r S;",True,True,False,False,True,False,False,True,False,False,True,False,tanarang_Raw_Data.csv,5,0.0,3.0,2.0
Sundarkauns,https://tanarang.com/wordpress/raag-sundarkauns/,2nd Prahar of the Night (9PM to 12AM),"S g m D n S'; - S' n D m g m g S ,n S;",,Rishabh and Pancham Varjya. Gandhar and Nishad Komal. Rest all Shuddha Swaras.,Audhav - Audhav,Kafi,Madhyam - Shadj,S; m; D; - S'; D; m;,",n ,n ,D ; ,D ,n S ; g m g S ; g m D ; n D ; m D n S'; S' D n D m g S;",True,False,False,True,False,True,False,False,False,True,True,False,tanarang_Raw_Data.csv,5,0.0202,3.5387,1.8983
Surdasi Malhar,https://tanarang.com/wordpress/raag-surdasi-malhar/,Anytime in Rainy Season,"S R m P N S'; - S' n D P ; m D P ; n D P m R ; ,N S;",,Gandhar and Dhaivat Varjya in Aaroh. Gandhar Varjya in Avroh. Both Nishads. Rest all Shuddha Swaras.,Audhav - Shadhav Vakra,Kafi,Madhyam - Shadj,S; R; m; P; - S'; P; m; R;,"m R ,N S ; S' ; n D m P n D P ; m R P m D P ; m R ,N S ;",True,False,True,False,False,True,False,True,False,True,True,True,tanarang_Raw_Data.csv,7,0.0206,5.5485,1.2318
Tilak Kamod,https://tanarang.com/wordpress/raag-tilak-kamod/,2nd Prahar of the Night (9PM to 12AM),",P ,N S R G S ; S R m P N S’ - S’ P D m G S R G S ,N ,P ,N S R G S",,Gandhar and Dhaivat Varjya in Aaroh. Rare use of Komal Nishad in Avroh. Rest all Shuddha Swaras.,Audhav - Sampurna Vakra,Khamaj,Shadj - Pancham,",N P S' - S' G S;",",P ,N S R G S ; R P m G ; S R G S ,N ; S R m P S’ ; S’ R’ G’ S’ ; S’ P D m G ; S R m G ; S R G S ,N ;",True,False,True,False,True,True,False,True,False,True,False,True,tanarang_Raw_Data.csv,7,0.0307,6.8213,0.1284
Tilang,https://tanarang.com/wordpress/raag-tilang/,2nd Prahar of the Night (9PM to 12AM),S G m P N S'; - S' n P m G S;,,Rishabh and Dhaivat Varjya. Both Nishads. Rest all Shuddha Swaras.,Audhav - Audhav,Khamaj,Gandhar - Nishad,S; G; P; N; - S; P; G; S;,G m P n P m G ; n P G m G ;,True,False,False,False,True,True,False,True,False,False,True,True,tanarang_Raw_Data.csv,6,0.0502,5.0306,1.0087
Tilang Bahar,https://tanarang.com/wordpress/raag-tilang-bahar/,2nd Prahar of the Night (9PM to 12AM),S R S m ; G m P n P ; m D N S'; - S' n P m g m R S;,,"Rishabh Varjya in Aaroh. Both Gandhars, both Nishads. Rest all Shuddha Swaras.",Shadhav - Sampurna Vakra,Khamaj (when Tilang is dominant) or Kafi (when Bahar is dominant),Gandhar (Tilang) or Madhyam (Bahar) - Nishad (Tilang) or Shadj (Bahar),S m P - S' P m G;,m P m g ; m ; n P m ; P N S' ; g m P m g m R S;,True,False,True,True,True,True,False,True,False,True,True,True,tanarang_Raw_Data.csv,9,0.0,7.0,2.0
Todi,https://tanarang.com/wordpress/raag-todi/,2nd Prahar of the Day (9AM to 12PM),S r g M P d N S' - S' N d P M g r S,,"Rishabh, Gandhar and Dhaivat Komal. Madhyam Teevra. Rest all Shuddha Swaras.",Sampurna - Sampurna,Todi,Dhaivat - Gandhar,S; g; d; - d; g; S;,",d ; ,N S r g ; M r g ; r S;",True,True,False,True,False,False,True,True,True,False,False,True,tanarang_Raw_Data.csv,7,0.9403,3.1355,2.8856
Vachaspati,https://tanarang.com/wordpress/raag-vachaspati/,4th Prahar of the Day (3PM to 6PM),"S G M P n S' - S' n D P M G R S ,n S",,Rishabh and Dhaivat Varjya in Aaroh. Nishad Komal. Madhyam Teevra. Rest all Shuddha Swaras.,Audhav - Sampurna,Not Defined,Shadj - Pancham,G; P; n; - D; P; G; R;,",n S G M ; P D P ; M G R S ; R ,n S ; M G R S ;",True,False,True,False,True,False,True,True,False,True,True,False,tanarang_Raw_Data.csv,7,0.9111,5.0595,1.0097
Vibhas,https://tanarang.com/wordpress/raag-vibhas/,1st Prahar of the Day (6AM to 9AM),S r G P d S' - S' d P G r S,,Madhyam and Nishad Varjya. Rishabh and Dhaivat Komal. Rest all Shuddha Swaras.,Audhav - Audhav,Bhairav,Dhaivat - Rishabh,r; P; d;,P d d P ; G P G r S ;,True,True,False,False,True,False,False,True,True,False,False,False,tanarang_Raw_Data.csv,5,0.0099,3.02,2.02
Yaman,https://tanarang.com/wordpress/raag-yaman/,1st Prahar of the Night (6PM to 9PM),",N R S - N R G M P D N S' - S' N D P M G R S ,N R S",,Madhyam Teevra. Rest all Shuddha Swaras.,Sampurna - Sampurna,Kalyan,Gandhar - Nishad,S; G; N; - S'; N; P; G;,",N R G ; ,N R M G ; M P ; M D P N D P M R G R ; ,N R ,D ,N S;",True,False,True,False,True,False,True,True,False,True,False,True,tanarang_Raw_Data.csv,7,0.9307,5.9109,0.1288
