Raag Name,URL,Time,Aaroh,Avroh,S,r,R,g,G,m,M,P,d,D,n,N,Source_File,Swar,Jati,Thaat,Vadi - Samvadi,Vishranti Sthan,Mukhya Ang
"Malkauns, Sampoorna",https://raagtime.com/ragas/malkauns-sampoorna,'24-03,S - (m)g - m - (n)d - n - S',"S' - n - (n)d - m - (m)g, m - P - m - g, (S)'n - R - S",True,False,True,True,False,True,False,True,True,False,True,False,raagtime_Raw_Data.csv,,,,,,
Manjiri,https://raagtime.com/ragas/manjiri,'24-03,S - G - m - P - d - N - S',S' - N - d - P - M - G - r - S,True,True,False,False,True,True,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
"Manjiri, Hauns",https://raagtime.com/ragas/manjiri-hauns,'06-09,"S, R - m - P - D, n - S'","S' - D - P, m - P - D - P - m, R - 'n - S",True,False,True,False,False,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
"Manjiri, Pat",https://raagtime.com/ragas/manjiri-pat,'12-15,S - R - G - m - P - D - N - S',"S' - n - D - P, m - g - R = S",True,False,True,True,True,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Manjiri, Rudra",https://raagtime.com/ragas/manjiri-rudra,'09-12,S - R - G - m - P - n - d - n - D - P - S',S' - R' - n - d - P - m - P - g - R - g - m - S,True,False,True,True,True,True,False,True,True,True,True,False,raagtime_Raw_Data.csv,,,,,,
Manohar,https://raagtime.com/ragas/manohar,'18-21,S - r - G - M - d - S',S' - r' - N - d - P - G - M - G - r - S,True,True,False,False,True,False,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
"Manohari, Amba",https://raagtime.com/ragas/manohari-amba,'09-12,S - R - g - m - D - N - S',S' - N - D - m - g - R - S,True,False,True,True,False,True,False,False,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Manohari, Kamal",https://raagtime.com/ragas/manohari-kamal,'06-09,S - G - m - P - d - N - S',S' - N - d - P - m - G - S,True,False,False,False,True,True,False,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
Maru,https://raagtime.com/ragas/maru,'15-18,S - r - G - m - M - P - d - N - S',S' - N - d - P - M - m - G - R - S,True,True,True,False,True,True,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
Maru Bihag,https://raagtime.com/ragas/maru-bihag,'15-18,"N - S - G - M - P - m - G, M - P - N - S'","S' - N - D - P - M - G, M - G - R - S",True,False,True,False,True,True,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Marwa,https://raagtime.com/ragas/marwa,'15-18,'N - r - G - M - D - N - D - S',S' - N - D - M - G - r - S,True,True,False,False,True,False,True,False,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Megh,https://raagtime.com/ragas/megh,Monsoon,S - m - R~ - P - m - P - n - S',S' - n - P - m - R~ - S,True,False,True,False,False,True,False,True,False,False,True,False,raagtime_Raw_Data.csv,,,,,,
Mevada,https://raagtime.com/ragas/mevada,'03-06,S - R - G - m - P - D - N - S',S - N - D - P - m - G - R - S,True,False,True,False,True,True,False,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Mohini, Ahi",https://raagtime.com/ragas/mohini-ahi,'21-24,S - r - G - m - P - D - n - S',S' - n - d - P - m - g - R - S,True,True,True,True,True,True,False,True,True,True,True,False,raagtime_Raw_Data.csv,,,,,,
"Mohini, Chitta",https://raagtime.com/ragas/mohini-chitta,'12-15,"S, R - G - m - P, D - N - S'","S', N - P, m - R, S",True,False,True,False,True,True,False,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Motaki,https://raagtime.com/ragas/motaki,'18-21,'n - S - g - m - P - D - n - S',S' - d - n - P - D - g - m - r - S,True,True,False,True,False,True,False,True,True,True,True,False,raagtime_Raw_Data.csv,,,,,,
Multani,https://raagtime.com/ragas/multani,'15-18,'N - S - g - M - P - N - S',S' - N - d - P - M - g - r - S,True,True,False,True,False,False,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
Naat Kuranjika,https://raagtime.com/ragas/naat-kuranjika,'09-12,"'n - S, G - m, D - n - S'","R - n - S' - D - m, G - m - r - S",True,True,True,False,True,True,False,False,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Nand,https://raagtime.com/ragas/nand,'21-24,S - G - m - P - D - N - P - D - M - P - S',"S' - N - D - P - M - P, D - P - G - m - P - R - S",True,False,True,False,True,True,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Narayani,https://raagtime.com/ragas/narayani,'21-24,S - R - m - P - D - n - D - S',S' - n - D - P - m - R - S,True,False,True,False,False,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
"Nat, Shuddha",https://raagtime.com/ragas/nat-shuddha,'21-24,S - R - G - m - P - D - N - S',S' - N - P - m - R - S,True,False,True,False,True,True,False,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Nilambari,https://raagtime.com/ragas/nilambari,'21-24,S - R - m - P - D - S',R' - n - D - P - m - G - g - R - 'N - S - 'D - 'n - g - R,True,False,True,True,True,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
Nupur,https://raagtime.com/ragas/nupur,'24-03,"S - R - P, n - N - S'","S' - n - P, G - m, R - S",True,False,True,False,True,True,False,True,False,False,True,True,raagtime_Raw_Data.csv,,,,,,
Pahadi,https://raagtime.com/ragas/pahadi,'18-21,'P - 'D - S - R - G - P - D - S',S' - N - D - P - m - G - R - s - 'n - 'd - 'P - 'd - S,True,False,True,False,True,True,False,True,True,True,True,True,raagtime_Raw_Data.csv,,,,,,
Pancham,https://raagtime.com/ragas/pancham,'18-21,S - m - G - M - D - N - D - N - M - D - S',S' - N - D - M - D - M - G - r - S,True,True,False,False,True,True,True,False,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Paraj,https://raagtime.com/ragas/paraj,'24-03,"'N - S - G, M - P - d - N - S'","S' - N - d - P, M - P - d - P, m - G - r - S",True,True,False,False,True,True,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
Patadeep,https://raagtime.com/ragas/patadeep,'12-15,'N - S - g - m - P - N - S',S' - N - D - P - m - g - R - S,True,False,True,True,False,True,False,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Patdipaki,https://raagtime.com/ragas/patdipaki,'12-15,S - G - m - P - N - S',S' - N - D - P - m - G - m - P - g - R - S,True,False,True,True,True,True,False,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Pilu,https://raagtime.com/ragas/pilu,'15-18,'N - S - g - m - P - N - S',S' - N - S' - n - D - P - m - G - m - P - (m)g - R - S - N - S,True,False,True,True,True,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
Poorvi,https://raagtime.com/ragas/poorvi,'15-18,'N - r - G - M - d - N - S',"S' - N - d - P - M - G - m - r - G, M - G - r - S",True,True,False,False,True,True,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
"Prabha, Kumud",https://raagtime.com/ragas/prabha-kumud,'15-18,S - r - G - d - N - S',S' - P - M - G - 'N - S,True,True,False,False,True,False,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
Prabhavati,https://raagtime.com/ragas/prabhavati,'06-09,S - r - G - P - d - N - S',S' - N - d - P - G - r - S,True,True,False,False,True,False,False,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
Puriya,https://raagtime.com/ragas/puriya,'15-18,'N - r - G - M - D - N - r' - S',"r' - N - D - M - G, M - G - r - S",True,True,False,False,True,False,True,False,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Pushp,https://raagtime.com/ragas/pushp,'21-24,S - R - g - m - g - P - D - S',"S' - D - P, g - m - g, R - S",True,False,True,True,False,True,False,True,False,True,False,False,raagtime_Raw_Data.csv,,,,,,
Rageshree,https://raagtime.com/ragas/rageshree,'21-24,'n - S - G - m - D - n - S',S' - n - D - m - G - R - S,True,False,True,False,True,True,False,False,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Rajeshwari,https://raagtime.com/ragas/rajeshwari,'18-21,S - g - m - D - N - S',S' - N - D - m - g - S,True,False,False,True,False,True,False,False,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Rakta Hauns,https://raagtime.com/ragas/rakta-hauns,'09-12,S - R - m - P - D - S',S' - n - P - m - R - S,True,False,True,False,False,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Ramkali,https://raagtime.com/ragas/ramkali,'06-09,"S - r - G - m - P, G - m - d - N - S'","S' - N - d - P - M - P, d - (N)d - P, G - m - r - S",True,True,False,False,True,True,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
"Ranjani, Dev",https://raagtime.com/ragas/ranjani-dev,'06-09,"S - m, m - P - (n)d - (n)d - S'","S' - (n)d - (n)d - P - d - m, m - S",True,False,False,False,False,True,False,True,True,False,True,False,raagtime_Raw_Data.csv,,,,,,
"Ranjani, Gou",https://raagtime.com/ragas/ranjani-gou,'21-24,N - S - G - M - P - N - S',S' - N - d - P - M - G - r - S,True,True,False,False,True,False,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
"Ranjani, Jan",https://raagtime.com/ragas/ranjani-jan,'21-24,"S, R - G - m - P, N - S'","S' - D - P - m, R - G - m, P - m - R - S",True,False,True,False,True,True,False,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Ranjani, Kaam",https://raagtime.com/ragas/ranjani-kaam,'09-12,S - r - g - r - M - P - d - N - S',S' - N - d - M - g - r - g - S,True,True,False,True,False,False,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
"Ranjani, Kamal",https://raagtime.com/ragas/ranjani-kamal,'06-09,S - G - P - D - N - S',S' - N - D - n - P - m - G - S,True,False,False,False,True,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Ranjani, Kusum",https://raagtime.com/ragas/ranjani-kusum,'21-24,S - r - M - P - d - N - S',S' - N - d - N - P - M - G - r - S,True,True,False,False,True,False,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
"Ranjani, Megh",https://raagtime.com/ragas/ranjani-megh,'03-06,"'N - r - G, m, N - S'","r' - S', N - m, G, m - r - G - r - S",True,True,False,False,True,True,False,False,False,False,False,True,raagtime_Raw_Data.csv,,,,,,
"Ranjani, Pushp",https://raagtime.com/ragas/ranjani-pushp,'24-03,"S - r, G - m, M - P - N - S'",S' - N - P - m - M - m - r - S,True,True,False,False,True,True,True,True,False,False,False,True,raagtime_Raw_Data.csv,,,,,,
"Ranjani, Raag",https://raagtime.com/ragas/ranjani-raag,'21-24,S - G - m - D - n - D - S',"R' - S - n - D - P, m - G, m - g - R - 'N - S",True,False,True,True,True,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Ranjani, Ras",https://raagtime.com/ragas/ranjani-ras,'24-03,S - R - m - D - N - S',"S', N, D, m, D - m - R - S",True,False,True,False,False,True,False,False,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Ranjani, Saraswat",https://raagtime.com/ragas/ranjani-saraswat,'21-24,"'N - S, g - M - P - N - S'","S' - n, D - P, M - g, R - S'",True,False,True,True,False,False,True,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Ranjani, Shree",https://raagtime.com/ragas/ranjani-shree,'24-03,S - g - m - D - n - S',S' - n - D - m - g - R - S,True,False,True,True,False,True,False,False,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
"Ranjani, Yash",https://raagtime.com/ragas/ranjani-yash,'24-03,S - r - M - P - d - S',S' - D - P - M - r - S,True,True,False,False,False,False,True,True,True,True,False,False,raagtime_Raw_Data.csv,,,,,,
Ras Chandra,https://raagtime.com/ragas/ras-chandra,'06-09,"S - R - S, G - m - M, M - D - M - S'","R' - S', D - M - m, G - m - R - S",True,False,True,False,True,True,True,False,False,True,False,False,raagtime_Raw_Data.csv,,,,,,
Ratnadeep,https://raagtime.com/ragas/ratnadeep,'18-21,S - G - M - P - N - S',S' - D - P - M - G - r - S,True,True,False,False,True,False,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Ravikosh,https://raagtime.com/ragas/ravikosh,'21-24,S - G - m - D - n - S',S' - n - D - m - R - g - R - S,True,False,True,True,True,True,False,False,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Reva,https://raagtime.com/ragas/reva,'18-21,"S - r - G, P - d - P - S'",S' - d - P - G - r - S,True,True,False,False,True,False,False,True,True,False,False,False,raagtime_Raw_Data.csv,,,,,,
Revati,https://raagtime.com/ragas/revati,'06-09,"S, R - m - P, D - m - P, S'","S' - D - n - P, m - P, m - g - m - R - S",True,False,True,True,False,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Rupeshwari,https://raagtime.com/ragas/rupeshwari,'21-24,S - G - m - D - n - S',S' - n - D - m - G - S,True,False,False,False,True,True,False,False,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Saajgiri,https://raagtime.com/ragas/saajgiri,'18-21,"N - r - G, M - G, M - P - d - P, m - N - D - S'","S' - N - r' - N - d - P, P - D - G, M - D - G, M - G - r - S",True,True,False,False,True,True,True,True,True,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Sakh, Bhav",https://raagtime.com/ragas/sakh-bhav,'06-09,"S, m - m, D - P - D, S', N - R' - S'","S' - N - D - N - D - P, G - R, 'N - R - S",True,False,True,False,True,True,False,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Sakh, Dev",https://raagtime.com/ragas/sakh-dev,'09-12,S - m -  R -  (P)m - N - P - S',S' - n - P - m - P - (m)g - m - R - S,True,False,True,True,False,True,False,True,False,False,True,True,raagtime_Raw_Data.csv,,,,,,
"Sakh, Lachchha",https://raagtime.com/ragas/sakh-lachchha,'06-09,"S - G - R - G - P - m, P - (N)D - N - S'","S' - D - n - P - m, G - P - m - G - R - S",True,False,True,False,True,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
Sameri,https://raagtime.com/ragas/sameri,'09-12,S - R - m - P - n - S',S' - n - d - P - m - g - R - S,True,False,True,True,False,True,False,True,True,False,True,False,raagtime_Raw_Data.csv,,,,,,
"Sarang, Badhans",https://raagtime.com/ragas/sarang-badhans,'12-15,"S - R - m, R - m - P, N - S'","S - n - P - m - (D)P - m - R, R - 'N - S",True,False,True,False,False,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Sarang, Gaud",https://raagtime.com/ragas/sarang-gaud,'12-15,S - G - R - m - G - P - M - D - P - N - D - S',"S' - D - N - P - D - M - P - G, m - R - P - R - S",True,False,True,False,True,True,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Sarang, Lankadahan",https://raagtime.com/ragas/sarang-lankadahan,'12-15,"S - R - m - P, n - P, N - S'","S' - D - n - P, m - P - (m)g - (m)g - m - R - S",True,False,True,True,False,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Sarang, Madhmaad",https://raagtime.com/ragas/sarang-madhmaad,'09-12,S - R - m - P - n - S',"S' - n - P - m - R - m - R, 'n - S",True,False,True,False,False,True,False,True,False,False,True,False,raagtime_Raw_Data.csv,,,,,,
"Sarang, Miyan Ki",https://raagtime.com/ragas/sarang-miyan-ki,'09-12,"'D - 'N - S, R, P - D - N - S'","S', n - D, S, n - P, m - R - S",True,False,True,False,False,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Sarang, Poorvi",https://raagtime.com/ragas/sarang-poorvi,'18-21,"S - r, G - M - P - d - N - S'",S' - N - d - P - M - P - M - G - r - G - S,True,True,False,False,True,False,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
"Sarang, Samant",https://raagtime.com/ragas/sarang-samant,'12-15,S - R - m - P - N - S',"S' - n - D - P - m - R, m - R - 'N - S",True,False,True,False,False,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Sarang, Shuddha",https://raagtime.com/ragas/sarang-shuddha,'12-15,S - R - M - P - N - S',"S' - N - D - P - M - P - (m)R, m - R - N - S",True,False,True,False,False,True,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Sarang, Vrindavani",https://raagtime.com/ragas/sarang-vrindavani,'12-15,S - R - m - P - N - S',S - n - P - m - R - m - R - S - 'N - S,True,False,True,False,False,True,False,True,False,False,True,True,raagtime_Raw_Data.csv,,,,,,
Saraswati,https://raagtime.com/ragas/saraswati,'18-21,S - R - M - P - D - P - S',"S' - n - D - P, M - P -(P)R - S",True,False,True,False,False,False,True,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
"Saravali, Naag",https://raagtime.com/ragas/saravali-naag,'21-24,"S - G, m - P, D - S'","S' - D - P - m, P - G, m - G - S",True,False,False,False,True,True,False,True,False,True,False,False,raagtime_Raw_Data.csv,,,,,,
Saveri,https://raagtime.com/ragas/saveri,'06-09,"S - r - m - P, d - S'","S' - N - d - P, m - G - r - S",True,True,False,False,True,True,False,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
Sawan,https://raagtime.com/ragas/sawan,Monsoon,S - g - P - G - m - P - N - S',"S' - N - D - P - g, m - G - R, S",True,False,True,True,True,True,False,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Shankara,https://raagtime.com/ragas/shankara,'21-24,S - G - P - N - D - S',"S' - N - (D)P, G - P - (R)G - (R)S",True,False,True,False,True,False,False,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Shimendra Madhyam,https://raagtime.com/ragas/shimendra-madhyam,'18-21,S - R - g - M - P - d - N - S',S' - N - d - P - M - g - R - S,True,False,True,True,False,False,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
Shivranjani,https://raagtime.com/ragas/shivranjani,'21-24,S - R - g - P - D - S',S - D - P - g - R - S,True,False,True,True,False,False,False,True,False,True,False,False,raagtime_Raw_Data.csv,,,,,,
Shobhavari,https://raagtime.com/ragas/shobhavari,'06-09,"S - (m)R - m - P - d - P, m - P - (n)d - (n)d - S'","S' - (n)d - P, d - m - P, (m)r - (m)r - S",True,True,True,False,False,True,False,True,True,False,True,False,raagtime_Raw_Data.csv,,,,,,
Shree,https://raagtime.com/ragas/shree,'15-18,"S - r - P, M - P - D - P -  N - S' - r' - S'",S' - r' - N - d - P(M)P - r - G - r - S,True,True,False,False,True,False,True,True,True,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Shree, Hauns",https://raagtime.com/ragas/shree-hauns,'21-24,S - G - m - P - N - S',"S' - n, m - P, P - G - m - G, S",True,False,False,False,True,True,False,True,False,False,True,True,raagtime_Raw_Data.csv,,,,,,
Shreetank,https://raagtime.com/ragas/shreetank,'18-21,"S - r - P, P - d - P - S'","S' - N - r - N - d - P - G - r, G - r - S",True,True,False,False,True,False,False,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
Shreevanti,https://raagtime.com/ragas/shreevanti,'06-09,'N - S - g - M - P - N - S',S' - N - P - M - g - r - S,True,True,False,True,False,False,True,True,False,False,False,True,raagtime_Raw_Data.csv,,,,,,
Sindhura,https://raagtime.com/ragas/sindhura,Monsoon,S - R - m - P - D - S',R' - N - S' - n - D - P - m - g - R - S,True,False,True,True,False,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
Sohoni,https://raagtime.com/ragas/sohoni,'03-06,S - G - M - D - N - S',S' - N - D - M - D - G - M - G - r - S,True,True,False,False,True,False,True,False,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Sorath,https://raagtime.com/ragas/sorath,'06-09,"S - R, m - P - N, S","S' - R', n - D, m - P - D, m - R - 'N - S",True,False,True,False,False,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
Sourashtra Tank,https://raagtime.com/ragas/sourashtra-tank,'06-09,"S - r, G - m, P - m, D - S'","S' - N - D - m, N - d - P, m - G - r - S",True,True,False,False,True,True,False,True,True,True,False,True,raagtime_Raw_Data.csv,,,,,,
Tanki,https://raagtime.com/ragas/tanki,'18-21,"S - r - G - P, d - P - N - S'","S' - N - d - P, M - G, P - G - r - S",True,True,False,False,True,False,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
Tilak Kamod,https://raagtime.com/ragas/tilak-kamod,'18-21,S - R - G - S - R - m - P - N - S,S' - n - D - P - D - m - G - S - R - G - S,True,False,True,False,True,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
Tilang,https://raagtime.com/ragas/tilang,'18-21,S - G - m - P - N - S',S' - n - P - m - G - S,True,False,False,False,True,True,False,True,False,False,True,True,raagtime_Raw_Data.csv,,,,,,
"Todi, Anjani",https://raagtime.com/ragas/todi-anjani,'09-12,S - R - m - P - n - d - N - S',S' - n - D - P - g - R - S,True,False,True,True,False,True,False,True,True,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Todi, Asa",https://raagtime.com/ragas/todi-asa,'06-09,S - r - m - P - d - S',S' - n - d - m - r - g - r - S,True,True,False,True,False,True,False,True,True,False,True,False,raagtime_Raw_Data.csv,,,,,,
"Todi, Bahaduri",https://raagtime.com/ragas/todi-bahaduri,'06-09,"R - 'n - S  - R - g - (S)R - g, m - P - (N)d - S'","S' - r' - n - d - m - g - R, g - (S)R - g, r - S",True,True,True,True,False,True,False,True,True,False,True,True,raagtime_Raw_Data.csv,,,,,,
"Todi, Bairagi",https://raagtime.com/ragas/todi-bairagi,'06-09,S - r - g - P - n - S',S' - n - P - g - r - S,True,True,False,True,False,False,False,True,False,False,True,False,raagtime_Raw_Data.csv,,,,,,
"Todi, Bhupali",https://raagtime.com/ragas/todi-bhupali,'09-12,'d - S - r - g - P - d - S',S' - d - P - g - r - S,True,True,False,True,False,False,False,True,True,False,False,False,raagtime_Raw_Data.csv,,,,,,
"Todi, Bilaskhani",https://raagtime.com/ragas/todi-bilaskhani,'09-12,S - r - g - P - d - S',S' - r' - n - d - m - g - rgr - S,True,True,False,True,False,True,False,True,True,False,True,False,raagtime_Raw_Data.csv,,,,,,
"Todi, Chhaya",https://raagtime.com/ragas/todi-chhaya,'06-09,S - r - g - M - d - S',S' - d - M - g - r - S,True,True,False,True,False,False,True,False,True,False,False,False,raagtime_Raw_Data.csv,,,,,,
"Todi, Darbari",https://raagtime.com/ragas/todi-darbari,'06-09,S - r - g - M - d - N - S',S' - n - d - P - M - P - d - n - d - P - M - g - r - g - r - S,True,True,False,True,False,False,True,True,True,False,True,True,raagtime_Raw_Data.csv,,,,,,
"Todi, Gauri",https://raagtime.com/ragas/todi-gauri,'06-09,"S - r, g - M - P - d - N - S'",S' - N - d - P - M - G - r - S,True,True,False,True,True,False,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
"Todi, Gujari",https://raagtime.com/ragas/todi-gujari,'09-12,S - r - g - M - d - N - S',S' - N - d - M - g - r - S,True,True,False,True,False,False,True,False,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
"Todi, Hussaini",https://raagtime.com/ragas/todi-hussaini,'06-09,"S - R - M - P - D, m - P - N - S'","S' - P - D - MP, g - R - S - 'N - S or R' - n - D - P, MPDP - g, Rg - SR - 'NS",True,True,True,True,False,True,True,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Todi, Jaiwanti",https://raagtime.com/ragas/todi-jaiwanti,'06-09,S - r - m - P - D - n - S',S' - n - D - P - m - g - r - S,True,True,False,True,False,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
"Todi, Lachari",https://raagtime.com/ragas/todi-lachari,'09-12,"S - R - G - (R)G - m, m - P - (n)d - (n)d - P - S'","S', r' - n - D, (n)d - P, m - P - (m)g - (m)g, R - g - m - S",True,True,True,True,True,True,False,True,True,True,True,False,raagtime_Raw_Data.csv,,,,,,
"Todi, Laxmi",https://raagtime.com/ragas/todi-laxmi,'06-09,"S - 'n - 'P, S, S - R - G - m, m - g - P, (n)d - (n)d - (n) P, (n)d - (n)d - S'","S' - n - S' - r' - S', n - d - P - d - g, m - g - r - S",True,True,True,True,True,True,False,True,True,False,True,False,raagtime_Raw_Data.csv,,,,,,
"Todi, Miyan Ki",https://raagtime.com/ragas/todi-miyan-ki,'09-12,S - r - g - M - d - N - S',S' - N - d - P - M - g - r - S,True,True,False,True,False,False,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
"Todi, Saheli",https://raagtime.com/ragas/todi-saheli,'09-12,S - r - g - P - d - S',r' - g' - r' - S' - d - n - d - P - g - r - g - r - S' - d - S,True,True,False,True,False,False,False,True,True,False,True,False,raagtime_Raw_Data.csv,,,,,,
Triveni,https://raagtime.com/ragas/triveni,'06-09,"S - r, r - S, S - r, G - P - G, P, d - P, S'","S' - N - d - P, P - G, r - r - S",True,True,False,False,True,False,False,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
Vachaspati,https://raagtime.com/ragas/vachaspati,'21-24,'n - S - G - M - P - n - S',S' - n - D - P - M - G - R - S,True,False,True,False,True,False,True,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
"Varari, Kantal",https://raagtime.com/ragas/varari-kantal,'21-24,"S - m - P, D - n - D, S'","S' - N, D - P, m - S",True,False,False,False,False,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Varari, Karank",https://raagtime.com/ragas/varari-karank,'21-24,"S - R, m - P, n - S'","S' - n, D - n, P - m, G - R - S",True,False,True,False,True,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
"Varari, Salag",https://raagtime.com/ragas/varari-salag,'09-12,"S - r - g - P, D - n - D - S'","S' - n - D - P, D - n - D - P, g - P, r - g - r - S",True,True,False,True,False,False,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Vijay,https://raagtime.com/ragas/vijay,'18-21,S - R - g - M - P - D - S',"S' - d - P - M, g - R - S",True,False,True,True,False,False,True,True,True,True,False,False,raagtime_Raw_Data.csv,,,,,,
Viranch Mukhi,https://raagtime.com/ragas/viranch-mukhi,'21-24,"S - m, G - P, M - m - g, P - N - S'","S' - N - P, M - m - G, P - G, P - R - S - m",True,False,True,True,True,True,True,True,False,False,False,True,raagtime_Raw_Data.csv,,,,,,
Yaman,https://raagtime.com/ragas/yaman,'18-21,N - R - G - M - D - N - S',S' - N - D - P - M - G - R - S,True,False,True,False,True,False,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Zilaf,https://raagtime.com/ragas/zilaf,'06-09,"S - R - g - m, P, d, n - S'","R' - S' - n - d, P, g - P - m - g - R - S",True,False,True,True,False,True,False,True,True,False,True,False,raagtime_Raw_Data.csv,,,,,,
Abhogi Kanada,https://tanarang.com/wordpress/raag-abhogi-kanada/,2nd Prahar of the Night (9PM to 12AM),"S R g m D S' - S' D m g R g m R S ; R ,D ,D S",,True,False,True,True,False,True,False,False,False,True,False,False,tanarang_Raw_Data.csv,"Pancham, Nishad Varjya. Gandhar Komal. Rest All Shuddha Swaras.",Audhav - Audhav Vakra,Kafi,Madhyam - Shadj,R; m; D; S;,"S R ,D S ; R g m ; g m R S;"
Adana,https://tanarang.com/wordpress/raag-adana-2/,2nd Prahar of the Night (9PM to 12AM),S R m P d n S' - S' d n P ; m P g m R S,,True,False,True,True,False,True,False,True,True,False,True,False,tanarang_Raw_Data.csv,"Gandhar Varjya in Aaroh. Gandhar, Dhaivat, Nishad Komal. Rest All Shuddha Swaras.",Shadhav - Sampurna Vakra,Asawari,Shadj - Pancham,P; n; - S'; P; R;,m P d n S'; S' d n S' ; S' d n P ; m P ; g m R S;
