Raag Name,URL,Time,Aaroh,Avroh,S,r,R,g,G,m,M,P,d,D,n,N
"Todi, Jaiwanti",https://raagtime.com/ragas/todi-jaiwanti,'06-09,S - r - m - P - D - n - S',S' - n - D - P - m - g - r - S,True,True,False,True,False,True,False,True,False,True,True,False
"Todi, Lachari",https://raagtime.com/ragas/todi-lachari,'09-12,"S - R - G - (R)G - m, m - P - (n)d - (n)d - P - S'","S', r' - n - D, (n)d - P, m - P - (m)g - (m)g, R - g - m - S",True,True,True,True,True,True,False,True,True,True,True,False
"Todi, Laxmi",https://raagtime.com/ragas/todi-laxmi,'06-09,"S - 'n - 'P, S, S - R - G - m, m - g - P, (n)d - (n)d - (n) P, (n)d - (n)d - S'","S' - n - S' - r' - S', n - d - P - d - g, m - g - r - S",True,True,True,True,True,True,False,True,True,False,True,False
"Todi, Miyan Ki",https://raagtime.com/ragas/todi-miyan-ki,'09-12,S - r - g - M - d - N - S',S' - N - d - P - M - g - r - S,True,True,False,True,False,False,True,True,True,False,False,True
"Todi, Saheli",https://raagtime.com/ragas/todi-saheli,'09-12,S - r - g - P - d - S',r' - g' - r' - S' - d - n - d - P - g - r - g - r - S' - d - S,True,True,False,True,False,False,False,True,True,False,True,False
Triveni,https://raagtime.com/ragas/triveni,'06-09,"S - r, r - S, S - r, G - P - G, P, d - P, S'","S' - N - d - P, P - G, r - r - S",True,True,False,False,True,False,False,True,True,False,False,True
Vachaspati,https://raagtime.com/ragas/vachaspati,'21-24,'n - S - G - M - P - n - S',S' - n - D - P - M - G - R - S,True,False,True,False,True,False,True,True,False,True,True,False
"Varari, Kantal",https://raagtime.com/ragas/varari-kantal,'21-24,"S - m - P, D - n - D, S'","S' - N, D - P, m - S",True,False,False,False,False,True,False,True,False,True,True,True
"Varari, Karank",https://raagtime.com/ragas/varari-karank,'21-24,"S - R, m - P, n - S'","S' - n, D - n, P - m, G - R - S",True,False,True,False,True,True,False,True,False,True,True,False
"Varari, Salag",https://raagtime.com/ragas/varari-salag,'09-12,"S - r - g - P, D - n - D - S'","S' - n - D - P, D - n - D - P, g - P, r - g - r - S",True,True,False,True,False,False,False,True,False,True,True,False
Vijay,https://raagtime.com/ragas/vijay,'18-21,S - R - g - M - P - D - S',"S' - d - P - M, g - R - S",True,False,True,True,False,False,True,True,True,True,False,False
Viranch Mukhi,https://raagtime.com/ragas/viranch-mukhi,'21-24,"S - m, G - P, M - m - g, P - N - S'","S' - N - P, M - m - G, P - G, P - R - S - m",True,False,True,True,True,True,True,True,False,False,False,True
Yaman,https://raagtime.com/ragas/yaman,'18-21,N - R - G - M - D - N - S',S' - N - D - P - M - G - R - S,True,False,True,False,True,False,True,True,False,True,False,True
Zilaf,https://raagtime.com/ragas/zilaf,'06-09,"S - R - g - m, P, d, n - S'","R' - S' - n - d, P, g - P - m - g - R - S",True,False,True,True,False,True,False,True,True,False,True,False
